"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"13.11.2021 16:45 - 13.11.2021 17:00","N/A","61904"
"13.11.2021 17:00 - 13.11.2021 17:15","N/A","61911"
"13.11.2021 17:15 - 13.11.2021 17:30","N/A","61788"
"13.11.2021 17:30 - 13.11.2021 17:45","N/A","61306"
"13.11.2021 17:45 - 13.11.2021 18:00","N/A","60813"
"13.11.2021 18:00 - 13.11.2021 18:15","N/A","60176"
"13.11.2021 18:15 - 13.11.2021 18:30","N/A","59490"
"13.11.2021 18:30 - 13.11.2021 18:45","N/A","58949"
"13.11.2021 18:45 - 13.11.2021 19:00","N/A","58176"
"13.11.2021 19:00 - 13.11.2021 19:15","N/A","56709"
"13.11.2021 19:15 - 13.11.2021 19:30","N/A","55970"
"13.11.2021 19:30 - 13.11.2021 19:45","N/A","55303"
"13.11.2021 19:45 - 13.11.2021 20:00","N/A","54470"
"13.11.2021 20:00 - 13.11.2021 20:15","N/A","53613"
"13.11.2021 20:15 - 13.11.2021 20:30","N/A","53167"
"13.11.2021 20:30 - 13.11.2021 20:45","N/A","52823"
"13.11.2021 20:45 - 13.11.2021 21:00","N/A","52280"
"13.11.2021 21:00 - 13.11.2021 21:15","N/A","52271"
"13.11.2021 21:15 - 13.11.2021 21:30","N/A","51887"
"13.11.2021 21:30 - 13.11.2021 21:45","N/A","51083"
"13.11.2021 21:45 - 13.11.2021 22:00","N/A","50352"
"13.11.2021 22:00 - 13.11.2021 22:15","N/A","49333"
"13.11.2021 22:15 - 13.11.2021 22:30","N/A","48830"
"13.11.2021 22:30 - 13.11.2021 22:45","N/A","48150"
"13.11.2021 22:45 - 13.11.2021 23:00","N/A","47141"
"13.11.2021 23:00 - 13.11.2021 23:15","N/A","44387"
"13.11.2021 23:15 - 13.11.2021 23:30","N/A","43821"
"13.11.2021 23:30 - 13.11.2021 23:45","N/A","43371"
"13.11.2021 23:45 - 14.11.2021 00:00","N/A","43036"
"14.11.2021 00:00 - 14.11.2021 00:15","N/A","42580"
"14.11.2021 00:15 - 14.11.2021 00:30","N/A","42363"
"14.11.2021 00:30 - 14.11.2021 00:45","N/A","41857"
"14.11.2021 00:45 - 14.11.2021 01:00","N/A","41980"
"14.11.2021 01:00 - 14.11.2021 01:15","N/A","41660"
"14.11.2021 01:15 - 14.11.2021 01:30","N/A","41344"
"14.11.2021 01:30 - 14.11.2021 01:45","N/A","40942"
"14.11.2021 01:45 - 14.11.2021 02:00","N/A","41045"
"14.11.2021 02:00 - 14.11.2021 02:15","N/A","40747"
"14.11.2021 02:15 - 14.11.2021 02:30","N/A","40480"
"14.11.2021 02:30 - 14.11.2021 02:45","N/A","40729"
"14.11.2021 02:45 - 14.11.2021 03:00","N/A","40739"
"14.11.2021 03:00 - 14.11.2021 03:15","N/A","40939"
"14.11.2021 03:15 - 14.11.2021 03:30","N/A","40837"
"14.11.2021 03:30 - 14.11.2021 03:45","N/A","40853"
"14.11.2021 03:45 - 14.11.2021 04:00","N/A","41106"
"14.11.2021 04:00 - 14.11.2021 04:15","N/A","41365"
"14.11.2021 04:15 - 14.11.2021 04:30","N/A","41089"
"14.11.2021 04:30 - 14.11.2021 04:45","N/A","41233"
"14.11.2021 04:45 - 14.11.2021 05:00","N/A","40970"
"14.11.2021 05:00 - 14.11.2021 05:15","N/A","41183"
"14.11.2021 05:15 - 14.11.2021 05:30","N/A","41464"
"14.11.2021 05:30 - 14.11.2021 05:45","N/A","42139"
"14.11.2021 05:45 - 14.11.2021 06:00","N/A","42518"
"14.11.2021 06:00 - 14.11.2021 06:15","N/A","43469"
"14.11.2021 06:15 - 14.11.2021 06:30","N/A","43824"
"14.11.2021 06:30 - 14.11.2021 06:45","N/A","44363"
"14.11.2021 06:45 - 14.11.2021 07:00","N/A","44830"
"14.11.2021 07:00 - 14.11.2021 07:15","N/A","45833"
"14.11.2021 07:15 - 14.11.2021 07:30","N/A","46610"
"14.11.2021 07:30 - 14.11.2021 07:45","N/A","47339"
"14.11.2021 07:45 - 14.11.2021 08:00","N/A","48136"
"14.11.2021 08:00 - 14.11.2021 08:15","N/A","49096"
"14.11.2021 08:15 - 14.11.2021 08:30","N/A","49767"
"14.11.2021 08:30 - 14.11.2021 08:45","N/A","50480"
"14.11.2021 08:45 - 14.11.2021 09:00","N/A","50891"
"14.11.2021 09:00 - 14.11.2021 09:15","N/A","51398"
"14.11.2021 09:15 - 14.11.2021 09:30","N/A","51839"
"14.11.2021 09:30 - 14.11.2021 09:45","N/A","52399"
"14.11.2021 09:45 - 14.11.2021 10:00","N/A","53015"
"14.11.2021 10:00 - 14.11.2021 10:15","N/A","53484"
"14.11.2021 10:15 - 14.11.2021 10:30","N/A","54163"
"14.11.2021 10:30 - 14.11.2021 10:45","N/A","54602"
"14.11.2021 10:45 - 14.11.2021 11:00","N/A","54577"
"14.11.2021 11:00 - 14.11.2021 11:15","N/A","54835"
"14.11.2021 11:15 - 14.11.2021 11:30","N/A","54798"
"14.11.2021 11:30 - 14.11.2021 11:45","N/A","54516"
"14.11.2021 11:45 - 14.11.2021 12:00","N/A","54097"
"14.11.2021 12:00 - 14.11.2021 12:15","N/A","54044"
"14.11.2021 12:15 - 14.11.2021 12:30","N/A","53444"
"14.11.2021 12:30 - 14.11.2021 12:45","N/A","53224"
"14.11.2021 12:45 - 14.11.2021 13:00","N/A","53074"
"14.11.2021 13:00 - 14.11.2021 13:15","N/A","52343"
"14.11.2021 13:15 - 14.11.2021 13:30","N/A","51981"
"14.11.2021 13:30 - 14.11.2021 13:45","N/A","51783"
"14.11.2021 13:45 - 14.11.2021 14:00","N/A","51694"
"14.11.2021 14:00 - 14.11.2021 14:15","N/A","52058"
"14.11.2021 14:15 - 14.11.2021 14:30","N/A","51995"
"14.11.2021 14:30 - 14.11.2021 14:45","N/A","52338"
"14.11.2021 14:45 - 14.11.2021 15:00","N/A","52393"
"14.11.2021 15:00 - 14.11.2021 15:15","N/A","52934"
"14.11.2021 15:15 - 14.11.2021 15:30","N/A","53358"
"14.11.2021 15:30 - 14.11.2021 15:45","N/A","54402"
"14.11.2021 15:45 - 14.11.2021 16:00","N/A","55648"
"14.11.2021 16:00 - 14.11.2021 16:15","N/A","56944"
"14.11.2021 16:15 - 14.11.2021 16:30","N/A","57341"
"14.11.2021 16:30 - 14.11.2021 16:45","N/A","57988"
"14.11.2021 16:45 - 14.11.2021 17:00","N/A","58221"
"14.11.2021 17:00 - 14.11.2021 17:15","N/A","58429"
"14.11.2021 17:15 - 14.11.2021 17:30","N/A","58052"
"14.11.2021 17:30 - 14.11.2021 17:45","N/A","57693"
"14.11.2021 17:45 - 14.11.2021 18:00","N/A","57407"
"14.11.2021 18:00 - 14.11.2021 18:15","N/A","57244"
"14.11.2021 18:15 - 14.11.2021 18:30","N/A","56516"
"14.11.2021 18:30 - 14.11.2021 18:45","N/A","55993"
"14.11.2021 18:45 - 14.11.2021 19:00","N/A","55614"
"14.11.2021 19:00 - 14.11.2021 19:15","N/A","55197"
"14.11.2021 19:15 - 14.11.2021 19:30","N/A","54473"
"14.11.2021 19:30 - 14.11.2021 19:45","N/A","53788"
"14.11.2021 19:45 - 14.11.2021 20:00","N/A","53224"
"14.11.2021 20:00 - 14.11.2021 20:15","N/A","52546"
"14.11.2021 20:15 - 14.11.2021 20:30","N/A","52353"
"14.11.2021 20:30 - 14.11.2021 20:45","N/A","51834"
"14.11.2021 20:45 - 14.11.2021 21:00","N/A","51882"
"14.11.2021 21:00 - 14.11.2021 21:15","N/A","51567"
"14.11.2021 21:15 - 14.11.2021 21:30","N/A","51360"
"14.11.2021 21:30 - 14.11.2021 21:45","N/A","50852"
"14.11.2021 21:45 - 14.11.2021 22:00","N/A","50040"
"14.11.2021 22:00 - 14.11.2021 22:15","N/A","49404"
"14.11.2021 22:15 - 14.11.2021 22:30","N/A","48798"
"14.11.2021 22:30 - 14.11.2021 22:45","N/A","48060"
"14.11.2021 22:45 - 14.11.2021 23:00","N/A","47221"
"14.11.2021 23:00 - 14.11.2021 23:15","N/A","46891"
"14.11.2021 23:15 - 14.11.2021 23:30","N/A","46275"
"14.11.2021 23:30 - 14.11.2021 23:45","N/A","45807"
"14.11.2021 23:45 - 15.11.2021 00:00","N/A","45556"
"15.11.2021 00:00 - 15.11.2021 00:15","N/A","45271"
"15.11.2021 00:15 - 15.11.2021 00:30","N/A","44878"
"15.11.2021 00:30 - 15.11.2021 00:45","N/A","44419"
"15.11.2021 00:45 - 15.11.2021 01:00","N/A","44623"
"15.11.2021 01:00 - 15.11.2021 01:15","N/A","44713"
"15.11.2021 01:15 - 15.11.2021 01:30","N/A","44379"
"15.11.2021 01:30 - 15.11.2021 01:45","N/A","44148"
"15.11.2021 01:45 - 15.11.2021 02:00","N/A","44349"
"15.11.2021 02:00 - 15.11.2021 02:15","N/A","44263"
"15.11.2021 02:15 - 15.11.2021 02:30","N/A","44474"
"15.11.2021 02:30 - 15.11.2021 02:45","N/A","44644"
"15.11.2021 02:45 - 15.11.2021 03:00","N/A","45244"
"15.11.2021 03:00 - 15.11.2021 03:15","N/A","46326"
"15.11.2021 03:15 - 15.11.2021 03:30","N/A","46842"
"15.11.2021 03:30 - 15.11.2021 03:45","N/A","47755"
"15.11.2021 03:45 - 15.11.2021 04:00","N/A","48499"
"15.11.2021 04:00 - 15.11.2021 04:15","N/A","49854"
"15.11.2021 04:15 - 15.11.2021 04:30","N/A","50741"
"15.11.2021 04:30 - 15.11.2021 04:45","N/A","52087"
"15.11.2021 04:45 - 15.11.2021 05:00","N/A","53639"
"15.11.2021 05:00 - 15.11.2021 05:15","N/A","56406"
"15.11.2021 05:15 - 15.11.2021 05:30","N/A","58513"
"15.11.2021 05:30 - 15.11.2021 05:45","N/A","60579"
"15.11.2021 05:45 - 15.11.2021 06:00","N/A","62470"
"15.11.2021 06:00 - 15.11.2021 06:15","N/A","63961"
"15.11.2021 06:15 - 15.11.2021 06:30","N/A","64970"
"15.11.2021 06:30 - 15.11.2021 06:45","N/A","65661"
"15.11.2021 06:45 - 15.11.2021 07:00","N/A","66549"
"15.11.2021 07:00 - 15.11.2021 07:15","N/A","67319"
"15.11.2021 07:15 - 15.11.2021 07:30","N/A","67827"
"15.11.2021 07:30 - 15.11.2021 07:45","N/A","68358"
"15.11.2021 07:45 - 15.11.2021 08:00","N/A","68702"
"15.11.2021 08:00 - 15.11.2021 08:15","N/A","68602"
"15.11.2021 08:15 - 15.11.2021 08:30","N/A","68616"
"15.11.2021 08:30 - 15.11.2021 08:45","N/A","68882"
"15.11.2021 08:45 - 15.11.2021 09:00","N/A","69131"
"15.11.2021 09:00 - 15.11.2021 09:15","N/A","69094"
"15.11.2021 09:15 - 15.11.2021 09:30","N/A","69442"
"15.11.2021 09:30 - 15.11.2021 09:45","N/A","69660"
"15.11.2021 09:45 - 15.11.2021 10:00","N/A","69879"
"15.11.2021 10:00 - 15.11.2021 10:15","N/A","70352"
"15.11.2021 10:15 - 15.11.2021 10:30","N/A","70796"
"15.11.2021 10:30 - 15.11.2021 10:45","N/A","71014"
"15.11.2021 10:45 - 15.11.2021 11:00","N/A","70918"
"15.11.2021 11:00 - 15.11.2021 11:15","N/A","70977"
"15.11.2021 11:15 - 15.11.2021 11:30","N/A","70940"
"15.11.2021 11:30 - 15.11.2021 11:45","N/A","70879"
"15.11.2021 11:45 - 15.11.2021 12:00","N/A","70889"
"15.11.2021 12:00 - 15.11.2021 12:15","N/A","70799"
"15.11.2021 12:15 - 15.11.2021 12:30","N/A","70521"
"15.11.2021 12:30 - 15.11.2021 12:45","N/A","70174"
"15.11.2021 12:45 - 15.11.2021 13:00","N/A","69669"
"15.11.2021 13:00 - 15.11.2021 13:15","N/A","69459"
"15.11.2021 13:15 - 15.11.2021 13:30","N/A","69124"
"15.11.2021 13:30 - 15.11.2021 13:45","N/A","69210"
"15.11.2021 13:45 - 15.11.2021 14:00","N/A","69295"
"15.11.2021 14:00 - 15.11.2021 14:15","N/A","69475"
"15.11.2021 14:15 - 15.11.2021 14:30","N/A","69118"
"15.11.2021 14:30 - 15.11.2021 14:45","N/A","68678"
"15.11.2021 14:45 - 15.11.2021 15:00","N/A","68597"
"15.11.2021 15:00 - 15.11.2021 15:15","N/A","68513"
"15.11.2021 15:15 - 15.11.2021 15:30","N/A","68684"
"15.11.2021 15:30 - 15.11.2021 15:45","N/A","69007"
"15.11.2021 15:45 - 15.11.2021 16:00","N/A","69401"
"15.11.2021 16:00 - 15.11.2021 16:15","N/A","70353"
"15.11.2021 16:15 - 15.11.2021 16:30","N/A","70347"
"15.11.2021 16:30 - 15.11.2021 16:45","N/A","70623"
"15.11.2021 16:45 - 15.11.2021 17:00","N/A","70674"
"15.11.2021 17:00 - 15.11.2021 17:15","N/A","70191"
"15.11.2021 17:15 - 15.11.2021 17:30","N/A","69763"
"15.11.2021 17:30 - 15.11.2021 17:45","N/A","69312"
"15.11.2021 17:45 - 15.11.2021 18:00","N/A","68766"
"15.11.2021 18:00 - 15.11.2021 18:15","N/A","68334"
"15.11.2021 18:15 - 15.11.2021 18:30","N/A","67645"
"15.11.2021 18:30 - 15.11.2021 18:45","N/A","67185"
"15.11.2021 18:45 - 15.11.2021 19:00","N/A","66637"
"15.11.2021 19:00 - 15.11.2021 19:15","N/A","65670"
"15.11.2021 19:15 - 15.11.2021 19:30","N/A","64354"
"15.11.2021 19:30 - 15.11.2021 19:45","N/A","63375"
"15.11.2021 19:45 - 15.11.2021 20:00","N/A","62255"
"15.11.2021 20:00 - 15.11.2021 20:15","N/A","61446"
"15.11.2021 20:15 - 15.11.2021 20:30","N/A","60820"
"15.11.2021 20:30 - 15.11.2021 20:45","N/A","60001"
"15.11.2021 20:45 - 15.11.2021 21:00","N/A","58682"
"15.11.2021 21:00 - 15.11.2021 21:15","N/A","58291"
"15.11.2021 21:15 - 15.11.2021 21:30","N/A","57301"
"15.11.2021 21:30 - 15.11.2021 21:45","N/A","56532"
"15.11.2021 21:45 - 15.11.2021 22:00","N/A","55615"
"15.11.2021 22:00 - 15.11.2021 22:15","N/A","54398"
"15.11.2021 22:15 - 15.11.2021 22:30","N/A","53997"
"15.11.2021 22:30 - 15.11.2021 22:45","N/A","52963"
"15.11.2021 22:45 - 15.11.2021 23:00","N/A","52235"
"15.11.2021 23:00 - 15.11.2021 23:15","N/A","50918"
"15.11.2021 23:15 - 15.11.2021 23:30","N/A","50340"
"15.11.2021 23:30 - 15.11.2021 23:45","N/A","49694"
"15.11.2021 23:45 - 16.11.2021 00:00","N/A","49166"
"16.11.2021 00:00 - 16.11.2021 00:15","N/A","49181"
"16.11.2021 00:15 - 16.11.2021 00:30","N/A","48572"
"16.11.2021 00:30 - 16.11.2021 00:45","N/A","48214"
"16.11.2021 00:45 - 16.11.2021 01:00","N/A","47867"
"16.11.2021 01:00 - 16.11.2021 01:15","N/A","47671"
"16.11.2021 01:15 - 16.11.2021 01:30","N/A","47499"
"16.11.2021 01:30 - 16.11.2021 01:45","N/A","47674"
"16.11.2021 01:45 - 16.11.2021 02:00","N/A","47779"
"16.11.2021 02:00 - 16.11.2021 02:15","N/A","48232"
"16.11.2021 02:15 - 16.11.2021 02:30","N/A","48346"
"16.11.2021 02:30 - 16.11.2021 02:45","N/A","48603"
"16.11.2021 02:45 - 16.11.2021 03:00","N/A","48684"
"16.11.2021 03:00 - 16.11.2021 03:15","N/A","49224"
"16.11.2021 03:15 - 16.11.2021 03:30","N/A","49520"
"16.11.2021 03:30 - 16.11.2021 03:45","N/A","50001"
"16.11.2021 03:45 - 16.11.2021 04:00","N/A","50627"
"16.11.2021 04:00 - 16.11.2021 04:15","N/A","51505"
"16.11.2021 04:15 - 16.11.2021 04:30","N/A","52296"
"16.11.2021 04:30 - 16.11.2021 04:45","N/A","53539"
"16.11.2021 04:45 - 16.11.2021 05:00","N/A","55185"
"16.11.2021 05:00 - 16.11.2021 05:15","N/A","57844"
"16.11.2021 05:15 - 16.11.2021 05:30","N/A","59743"
"16.11.2021 05:30 - 16.11.2021 05:45","N/A","61155"
"16.11.2021 05:45 - 16.11.2021 06:00","N/A","62945"
"16.11.2021 06:00 - 16.11.2021 06:15","N/A","64860"
"16.11.2021 06:15 - 16.11.2021 06:30","N/A","65716"
"16.11.2021 06:30 - 16.11.2021 06:45","N/A","66498"
"16.11.2021 06:45 - 16.11.2021 07:00","N/A","67147"
"16.11.2021 07:00 - 16.11.2021 07:15","N/A","68044"
"16.11.2021 07:15 - 16.11.2021 07:30","N/A","68636"
"16.11.2021 07:30 - 16.11.2021 07:45","N/A","68901"
"16.11.2021 07:45 - 16.11.2021 08:00","N/A","69149"
"16.11.2021 08:00 - 16.11.2021 08:15","N/A","69110"
"16.11.2021 08:15 - 16.11.2021 08:30","N/A","69487"
"16.11.2021 08:30 - 16.11.2021 08:45","N/A","69715"
"16.11.2021 08:45 - 16.11.2021 09:00","N/A","69916"
"16.11.2021 09:00 - 16.11.2021 09:15","N/A","70062"
"16.11.2021 09:15 - 16.11.2021 09:30","N/A","70219"
"16.11.2021 09:30 - 16.11.2021 09:45","N/A","70486"
"16.11.2021 09:45 - 16.11.2021 10:00","N/A","70767"
"16.11.2021 10:00 - 16.11.2021 10:15","N/A","70757"
"16.11.2021 10:15 - 16.11.2021 10:30","N/A","71057"
"16.11.2021 10:30 - 16.11.2021 10:45","N/A","71128"
"16.11.2021 10:45 - 16.11.2021 11:00","N/A","71543"
"16.11.2021 11:00 - 16.11.2021 11:15","N/A","71469"
"16.11.2021 11:15 - 16.11.2021 11:30","N/A","71206"
"16.11.2021 11:30 - 16.11.2021 11:45","N/A","71032"
"16.11.2021 11:45 - 16.11.2021 12:00","N/A","70990"
"16.11.2021 12:00 - 16.11.2021 12:15","N/A","71032"
"16.11.2021 12:15 - 16.11.2021 12:30","N/A","70587"
"16.11.2021 12:30 - 16.11.2021 12:45","N/A","70260"
"16.11.2021 12:45 - 16.11.2021 13:00","N/A","69389"
"16.11.2021 13:00 - 16.11.2021 13:15","N/A","69246"
"16.11.2021 13:15 - 16.11.2021 13:30","N/A","69107"
"16.11.2021 13:30 - 16.11.2021 13:45","N/A","69127"
"16.11.2021 13:45 - 16.11.2021 14:00","N/A","69274"
"16.11.2021 14:00 - 16.11.2021 14:15","N/A","69270"
"16.11.2021 14:15 - 16.11.2021 14:30","N/A","68992"
"16.11.2021 14:30 - 16.11.2021 14:45","N/A","69039"
"16.11.2021 14:45 - 16.11.2021 15:00","N/A","68754"
"16.11.2021 15:00 - 16.11.2021 15:15","N/A","68912"
"16.11.2021 15:15 - 16.11.2021 15:30","N/A","68958"
"16.11.2021 15:30 - 16.11.2021 15:45","N/A","69476"
"16.11.2021 15:45 - 16.11.2021 16:00","N/A","70031"
"16.11.2021 16:00 - 16.11.2021 16:15","N/A","70453"
"16.11.2021 16:15 - 16.11.2021 16:30","N/A","70542"
"16.11.2021 16:30 - 16.11.2021 16:45","N/A","70862"
"16.11.2021 16:45 - 16.11.2021 17:00","N/A","70687"
"16.11.2021 17:00 - 16.11.2021 17:15","N/A","70548"
"16.11.2021 17:15 - 16.11.2021 17:30","N/A","70108"
"16.11.2021 17:30 - 16.11.2021 17:45","N/A","69924"
"16.11.2021 17:45 - 16.11.2021 18:00","N/A","69719"
"16.11.2021 18:00 - 16.11.2021 18:15","N/A","68902"
"16.11.2021 18:15 - 16.11.2021 18:30","N/A","68020"
"16.11.2021 18:30 - 16.11.2021 18:45","N/A","67443"
"16.11.2021 18:45 - 16.11.2021 19:00","N/A","66662"
"16.11.2021 19:00 - 16.11.2021 19:15","N/A","65401"
"16.11.2021 19:15 - 16.11.2021 19:30","N/A","64089"
"16.11.2021 19:30 - 16.11.2021 19:45","N/A","63372"
"16.11.2021 19:45 - 16.11.2021 20:00","N/A","62741"
"16.11.2021 20:00 - 16.11.2021 20:15","N/A","61926"
"16.11.2021 20:15 - 16.11.2021 20:30","N/A","61211"
"16.11.2021 20:30 - 16.11.2021 20:45","N/A","60413"
"16.11.2021 20:45 - 16.11.2021 21:00","N/A","59217"
"16.11.2021 21:00 - 16.11.2021 21:15","N/A","58876"
"16.11.2021 21:15 - 16.11.2021 21:30","N/A","58019"
"16.11.2021 21:30 - 16.11.2021 21:45","N/A","57040"
"16.11.2021 21:45 - 16.11.2021 22:00","N/A","56108"
"16.11.2021 22:00 - 16.11.2021 22:15","N/A","55105"
"16.11.2021 22:15 - 16.11.2021 22:30","N/A","54432"
"16.11.2021 22:30 - 16.11.2021 22:45","N/A","53537"
"16.11.2021 22:45 - 16.11.2021 23:00","N/A","53304"
"16.11.2021 23:00 - 16.11.2021 23:15","N/A","51339"
"16.11.2021 23:15 - 16.11.2021 23:30","N/A","50774"
"16.11.2021 23:30 - 16.11.2021 23:45","N/A","50035"
"16.11.2021 23:45 - 17.11.2021 00:00","N/A","49682"
"17.11.2021 00:00 - 17.11.2021 00:15","N/A","49249"
"17.11.2021 00:15 - 17.11.2021 00:30","N/A","49034"
"17.11.2021 00:30 - 17.11.2021 00:45","N/A","48816"
"17.11.2021 00:45 - 17.11.2021 01:00","N/A","48529"
"17.11.2021 01:00 - 17.11.2021 01:15","N/A","48405"
"17.11.2021 01:15 - 17.11.2021 01:30","N/A","48387"
"17.11.2021 01:30 - 17.11.2021 01:45","N/A","48535"
"17.11.2021 01:45 - 17.11.2021 02:00","N/A","48668"
"17.11.2021 02:00 - 17.11.2021 02:15","N/A","48822"
"17.11.2021 02:15 - 17.11.2021 02:30","N/A","49092"
"17.11.2021 02:30 - 17.11.2021 02:45","N/A","49234"
"17.11.2021 02:45 - 17.11.2021 03:00","N/A","49346"
"17.11.2021 03:00 - 17.11.2021 03:15","N/A","49801"
"17.11.2021 03:15 - 17.11.2021 03:30","N/A","50343"
"17.11.2021 03:30 - 17.11.2021 03:45","N/A","50627"
"17.11.2021 03:45 - 17.11.2021 04:00","N/A","51417"
"17.11.2021 04:00 - 17.11.2021 04:15","N/A","52601"
"17.11.2021 04:15 - 17.11.2021 04:30","N/A","53244"
"17.11.2021 04:30 - 17.11.2021 04:45","N/A","54203"
"17.11.2021 04:45 - 17.11.2021 05:00","N/A","55917"
"17.11.2021 05:00 - 17.11.2021 05:15","N/A","58946"
"17.11.2021 05:15 - 17.11.2021 05:30","N/A","60846"
"17.11.2021 05:30 - 17.11.2021 05:45","N/A","62049"
"17.11.2021 05:45 - 17.11.2021 06:00","N/A","63076"
"17.11.2021 06:00 - 17.11.2021 06:15","N/A","64948"
"17.11.2021 06:15 - 17.11.2021 06:30","N/A","66380"
"17.11.2021 06:30 - 17.11.2021 06:45","N/A","67089"
"17.11.2021 06:45 - 17.11.2021 07:00","N/A","67902"
"17.11.2021 07:00 - 17.11.2021 07:15","N/A","68673"
"17.11.2021 07:15 - 17.11.2021 07:30","N/A","69382"
"17.11.2021 07:30 - 17.11.2021 07:45","N/A","69612"
"17.11.2021 07:45 - 17.11.2021 08:00","N/A","69676"
"17.11.2021 08:00 - 17.11.2021 08:15","N/A","69499"
"17.11.2021 08:15 - 17.11.2021 08:30","N/A","69965"
"17.11.2021 08:30 - 17.11.2021 08:45","N/A","70205"
"17.11.2021 08:45 - 17.11.2021 09:00","N/A","70533"
"17.11.2021 09:00 - 17.11.2021 09:15","N/A","70919"
"17.11.2021 09:15 - 17.11.2021 09:30","N/A","71010"
"17.11.2021 09:30 - 17.11.2021 09:45","N/A","71397"
"17.11.2021 09:45 - 17.11.2021 10:00","N/A","71611"
"17.11.2021 10:00 - 17.11.2021 10:15","N/A","70916"
"17.11.2021 10:15 - 17.11.2021 10:30","N/A","72304"
"17.11.2021 10:30 - 17.11.2021 10:45","N/A","72665"
"17.11.2021 10:45 - 17.11.2021 11:00","N/A","72523"
"17.11.2021 11:00 - 17.11.2021 11:15","N/A","72249"
"17.11.2021 11:15 - 17.11.2021 11:30","N/A","72065"
"17.11.2021 11:30 - 17.11.2021 11:45","N/A","72389"
"17.11.2021 11:45 - 17.11.2021 12:00","N/A","72169"
"17.11.2021 12:00 - 17.11.2021 12:15","N/A","71949"
"17.11.2021 12:15 - 17.11.2021 12:30","N/A","72015"
"17.11.2021 12:30 - 17.11.2021 12:45","N/A","71557"
"17.11.2021 12:45 - 17.11.2021 13:00","N/A","71372"
"17.11.2021 13:00 - 17.11.2021 13:15","N/A","71392"
"17.11.2021 13:15 - 17.11.2021 13:30","N/A","71350"
"17.11.2021 13:30 - 17.11.2021 13:45","N/A","70935"
"17.11.2021 13:45 - 17.11.2021 14:00","N/A","70682"
"17.11.2021 14:00 - 17.11.2021 14:15","N/A","70499"
"17.11.2021 14:15 - 17.11.2021 14:30","N/A","70368"
"17.11.2021 14:30 - 17.11.2021 14:45","N/A","70247"
"17.11.2021 14:45 - 17.11.2021 15:00","N/A","70382"
"17.11.2021 15:00 - 17.11.2021 15:15","N/A","71182"
"17.11.2021 15:15 - 17.11.2021 15:30","N/A","71774"
"17.11.2021 15:30 - 17.11.2021 15:45","N/A","71967"
"17.11.2021 15:45 - 17.11.2021 16:00","N/A","72356"
"17.11.2021 16:00 - 17.11.2021 16:15","N/A","73113"
"17.11.2021 16:15 - 17.11.2021 16:30","N/A","73408"
"17.11.2021 16:30 - 17.11.2021 16:45","N/A","73558"
"17.11.2021 16:45 - 17.11.2021 17:00","N/A","73572"
"17.11.2021 17:00 - 17.11.2021 17:15","N/A","73471"
"17.11.2021 17:15 - 17.11.2021 17:30","N/A","73523"
"17.11.2021 17:30 - 17.11.2021 17:45","N/A","73413"
"17.11.2021 17:45 - 17.11.2021 18:00","N/A","72950"
"17.11.2021 18:00 - 17.11.2021 18:15","N/A","72082"
"17.11.2021 18:15 - 17.11.2021 18:30","N/A","71424"
"17.11.2021 18:30 - 17.11.2021 18:45","N/A","70795"
"17.11.2021 18:45 - 17.11.2021 19:00","N/A","69451"
"17.11.2021 19:00 - 17.11.2021 19:15","N/A","68301"
"17.11.2021 19:15 - 17.11.2021 19:30","N/A","67237"
"17.11.2021 19:30 - 17.11.2021 19:45","N/A","66419"
"17.11.2021 19:45 - 17.11.2021 20:00","N/A","65438"
"17.11.2021 20:00 - 17.11.2021 20:15","N/A","64641"
"17.11.2021 20:15 - 17.11.2021 20:30","N/A","63806"
"17.11.2021 20:30 - 17.11.2021 20:45","N/A","62707"
"17.11.2021 20:45 - 17.11.2021 21:00","N/A","61736"
"17.11.2021 21:00 - 17.11.2021 21:15","N/A","61013"
"17.11.2021 21:15 - 17.11.2021 21:30","N/A","60229"
"17.11.2021 21:30 - 17.11.2021 21:45","N/A","59602"
"17.11.2021 21:45 - 17.11.2021 22:00","N/A","58521"
"17.11.2021 22:00 - 17.11.2021 22:15","N/A","57502"
"17.11.2021 22:15 - 17.11.2021 22:30","N/A","56457"
"17.11.2021 22:30 - 17.11.2021 22:45","N/A","55735"
"17.11.2021 22:45 - 17.11.2021 23:00","N/A","52957"
"17.11.2021 23:00 - 17.11.2021 23:15","N/A","54126"
"17.11.2021 23:15 - 17.11.2021 23:30","N/A","53793"
"17.11.2021 23:30 - 17.11.2021 23:45","N/A","53203"
"17.11.2021 23:45 - 18.11.2021 00:00","N/A","52464"
"18.11.2021 00:00 - 18.11.2021 00:15","N/A","52134"
"18.11.2021 00:15 - 18.11.2021 00:30","N/A","51767"
"18.11.2021 00:30 - 18.11.2021 00:45","N/A","51517"
"18.11.2021 00:45 - 18.11.2021 01:00","N/A","51028"
"18.11.2021 01:00 - 18.11.2021 01:15","N/A","50800"
"18.11.2021 01:15 - 18.11.2021 01:30","N/A","50620"
"18.11.2021 01:30 - 18.11.2021 01:45","N/A","50544"
"18.11.2021 01:45 - 18.11.2021 02:00","N/A","50496"
"18.11.2021 02:00 - 18.11.2021 02:15","N/A","50778"
